id,algorithm
17021,Linear or Logistic Regression
17022,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17022,"Dense Neural Networks (MLPs, etc)"
17022,"Transformer Networks (BERT, gpt-3, etc)"
17022,Decision Trees or Random Forests
17022,Linear or Logistic Regression
17023,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17023,Decision Trees or Random Forests
17024,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17024,Linear or Logistic Regression
17024,Decision Trees or Random Forests
17025,Decision Trees or Random Forests
17025,Linear or Logistic Regression
17026,Linear or Logistic Regression
17026,"Transformer Networks (BERT, gpt-3, etc)"
17026,Decision Trees or Random Forests
17026,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17026,Bayesian Approaches
17027,Linear or Logistic Regression
17027,Convolutional Neural Networks
17027,"Dense Neural Networks (MLPs, etc)"
17029,Decision Trees or Random Forests
17029,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17029,Linear or Logistic Regression
17030,Recurrent Neural Networks
17030,Convolutional Neural Networks
17030,Bayesian Approaches
17030,Linear or Logistic Regression
17030,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17030,Decision Trees or Random Forests
17031,Linear or Logistic Regression
17031,Decision Trees or Random Forests
17032,Recurrent Neural Networks
17032,"Dense Neural Networks (MLPs, etc)"
17032,Convolutional Neural Networks
17032,Decision Trees or Random Forests
17035,Convolutional Neural Networks
17035,Recurrent Neural Networks
17035,Decision Trees or Random Forests
17035,"Dense Neural Networks (MLPs, etc)"
17035,Linear or Logistic Regression
17038,Recurrent Neural Networks
17038,Convolutional Neural Networks
17038,Linear or Logistic Regression
17038,"Dense Neural Networks (MLPs, etc)"
17038,Decision Trees or Random Forests
17038,"Autoencoder Networks (DAE, VAE, etc)"
17038,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17038,"Transformer Networks (BERT, gpt-3, etc)"
17041,Linear or Logistic Regression
17041,Generative Adversarial Networks
17041,Convolutional Neural Networks
17041,Recurrent Neural Networks
17041,"Dense Neural Networks (MLPs, etc)"
17041,"Autoencoder Networks (DAE, VAE, etc)"
17041,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17042,Bayesian Approaches
17042,Convolutional Neural Networks
17042,Linear or Logistic Regression
17042,Decision Trees or Random Forests
17044,"Dense Neural Networks (MLPs, etc)"
17044,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17046,Convolutional Neural Networks
17046,Recurrent Neural Networks
17046,"Dense Neural Networks (MLPs, etc)"
17046,Linear or Logistic Regression
17046,Decision Trees or Random Forests
17047,Linear or Logistic Regression
17047,Decision Trees or Random Forests
17047,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17047,"Dense Neural Networks (MLPs, etc)"
17049,Convolutional Neural Networks
17049,"Dense Neural Networks (MLPs, etc)"
17049,Recurrent Neural Networks
17049,Linear or Logistic Regression
17051,Decision Trees or Random Forests
17051,Evolutionary Approaches
17051,"Dense Neural Networks (MLPs, etc)"
17051,Graph Neural Networks
17051,Linear or Logistic Regression
17052,Convolutional Neural Networks
17052,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17052,Linear or Logistic Regression
17052,Decision Trees or Random Forests
17052,Recurrent Neural Networks
17053,Graph Neural Networks
17053,Decision Trees or Random Forests
17053,Linear or Logistic Regression
17053,Bayesian Approaches
17055,Convolutional Neural Networks
17055,"Dense Neural Networks (MLPs, etc)"
17056,Decision Trees or Random Forests
17056,Linear or Logistic Regression
17056,Bayesian Approaches
17057,Decision Trees or Random Forests
17057,Linear or Logistic Regression
17057,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17057,"Dense Neural Networks (MLPs, etc)"
17058,Convolutional Neural Networks
17058,Recurrent Neural Networks
17058,Linear or Logistic Regression
17058,Evolutionary Approaches
17058,Decision Trees or Random Forests
17059,"Dense Neural Networks (MLPs, etc)"
17061,Evolutionary Approaches
17062,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17062,"Dense Neural Networks (MLPs, etc)"
17062,Recurrent Neural Networks
17062,Decision Trees or Random Forests
17062,"Autoencoder Networks (DAE, VAE, etc)"
17062,Evolutionary Approaches
17062,Linear or Logistic Regression
17062,"Transformer Networks (BERT, gpt-3, etc)"
17064,Convolutional Neural Networks
17064,Evolutionary Approaches
17064,Linear or Logistic Regression
17064,"Dense Neural Networks (MLPs, etc)"
17066,Bayesian Approaches
17066,Decision Trees or Random Forests
17066,Convolutional Neural Networks
17066,Recurrent Neural Networks
17066,Linear or Logistic Regression
17066,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17067,Recurrent Neural Networks
17067,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17067,Linear or Logistic Regression
17067,Decision Trees or Random Forests
17068,Decision Trees or Random Forests
17068,Linear or Logistic Regression
17068,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17070,Decision Trees or Random Forests
17070,Bayesian Approaches
17070,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17070,Linear or Logistic Regression
17071,Linear or Logistic Regression
17074,Linear or Logistic Regression
17074,Convolutional Neural Networks
17076,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17076,Decision Trees or Random Forests
17076,Linear or Logistic Regression
17077,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17077,Linear or Logistic Regression
17077,Decision Trees or Random Forests
17077,Bayesian Approaches
17079,Decision Trees or Random Forests
17079,Recurrent Neural Networks
17080,Recurrent Neural Networks
17080,Bayesian Approaches
17080,Convolutional Neural Networks
17080,Linear or Logistic Regression
17080,"Transformer Networks (BERT, gpt-3, etc)"
17080,Decision Trees or Random Forests
17081,Linear or Logistic Regression
17081,Convolutional Neural Networks
17084,Convolutional Neural Networks
17084,Decision Trees or Random Forests
17084,Linear or Logistic Regression
17084,"Transformer Networks (BERT, gpt-3, etc)"
17088,"Transformer Networks (BERT, gpt-3, etc)"
17088,Linear or Logistic Regression
17088,Recurrent Neural Networks
17088,"Dense Neural Networks (MLPs, etc)"
17090,Linear or Logistic Regression
17090,Recurrent Neural Networks
17090,"Dense Neural Networks (MLPs, etc)"
17090,Decision Trees or Random Forests
17090,Convolutional Neural Networks
17090,"Transformer Networks (BERT, gpt-3, etc)"
17090,"Autoencoder Networks (DAE, VAE, etc)"
17091,Bayesian Approaches
17091,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17091,Linear or Logistic Regression
17091,Decision Trees or Random Forests
17093,Decision Trees or Random Forests
17093,Convolutional Neural Networks
17093,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17093,Linear or Logistic Regression
17095,Convolutional Neural Networks
17095,Decision Trees or Random Forests
17095,Linear or Logistic Regression
17096,Bayesian Approaches
17096,Linear or Logistic Regression
17096,Recurrent Neural Networks
17096,Graph Neural Networks
17096,Convolutional Neural Networks
17096,"Dense Neural Networks (MLPs, etc)"
17096,Generative Adversarial Networks
17096,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17096,Decision Trees or Random Forests
17098,Linear or Logistic Regression
17098,Decision Trees or Random Forests
17098,Bayesian Approaches
17099,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17099,Convolutional Neural Networks
17102,"Dense Neural Networks (MLPs, etc)"
17102,Bayesian Approaches
17102,Decision Trees or Random Forests
17102,Linear or Logistic Regression
17103,Evolutionary Approaches
17103,Recurrent Neural Networks
17103,Convolutional Neural Networks
17103,Decision Trees or Random Forests
17103,"Dense Neural Networks (MLPs, etc)"
17103,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17104,Linear or Logistic Regression
17105,Linear or Logistic Regression
17105,Convolutional Neural Networks
17106,"Dense Neural Networks (MLPs, etc)"
17106,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17106,"Transformer Networks (BERT, gpt-3, etc)"
17106,Decision Trees or Random Forests
17106,Convolutional Neural Networks
17106,Linear or Logistic Regression
17106,Recurrent Neural Networks
17107,Generative Adversarial Networks
17107,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17107,Convolutional Neural Networks
17107,Linear or Logistic Regression
17109,"Dense Neural Networks (MLPs, etc)"
17109,Decision Trees or Random Forests
17109,Linear or Logistic Regression
17109,Convolutional Neural Networks
17109,Bayesian Approaches
17109,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17110,Convolutional Neural Networks
17110,Linear or Logistic Regression
17110,Decision Trees or Random Forests
17111,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17111,"Transformer Networks (BERT, gpt-3, etc)"
17111,Decision Trees or Random Forests
17111,Linear or Logistic Regression
17112,Decision Trees or Random Forests
17112,Bayesian Approaches
17112,Linear or Logistic Regression
17113,Decision Trees or Random Forests
17113,Linear or Logistic Regression
17117,Convolutional Neural Networks
17117,Decision Trees or Random Forests
17119,Convolutional Neural Networks
17123,Linear or Logistic Regression
17123,Decision Trees or Random Forests
17123,Recurrent Neural Networks
17123,Convolutional Neural Networks
17123,Bayesian Approaches
17123,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17124,Linear or Logistic Regression
17124,Convolutional Neural Networks
17124,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17125,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17125,Bayesian Approaches
17125,Linear or Logistic Regression
17125,Decision Trees or Random Forests
17126,Bayesian Approaches
17126,Decision Trees or Random Forests
17126,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17126,"Dense Neural Networks (MLPs, etc)"
17129,Decision Trees or Random Forests
17129,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17129,Bayesian Approaches
17129,Linear or Logistic Regression
17130,Linear or Logistic Regression
17130,"Dense Neural Networks (MLPs, etc)"
17130,Bayesian Approaches
17130,Decision Trees or Random Forests
17131,Linear or Logistic Regression
17131,Decision Trees or Random Forests
17131,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17131,Recurrent Neural Networks
17131,Convolutional Neural Networks
17131,"Dense Neural Networks (MLPs, etc)"
17132,Decision Trees or Random Forests
17132,Linear or Logistic Regression
17133,Recurrent Neural Networks
17133,Convolutional Neural Networks
17133,Bayesian Approaches
17133,Generative Adversarial Networks
17133,Evolutionary Approaches
17137,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17137,Convolutional Neural Networks
17137,Decision Trees or Random Forests
17137,Linear or Logistic Regression
17140,Linear or Logistic Regression
17140,Decision Trees or Random Forests
17141,Convolutional Neural Networks
17141,"Dense Neural Networks (MLPs, etc)"
17141,Bayesian Approaches
17141,Linear or Logistic Regression
17141,Decision Trees or Random Forests
17142,Decision Trees or Random Forests
17142,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17142,"Dense Neural Networks (MLPs, etc)"
17142,Linear or Logistic Regression
17143,"Dense Neural Networks (MLPs, etc)"
17143,Convolutional Neural Networks
17143,Linear or Logistic Regression
17143,Generative Adversarial Networks
17144,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17144,Generative Adversarial Networks
17144,"Dense Neural Networks (MLPs, etc)"
17144,Convolutional Neural Networks
17144,Linear or Logistic Regression
17147,Convolutional Neural Networks
17147,Decision Trees or Random Forests
17147,Linear or Logistic Regression
17147,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17148,Convolutional Neural Networks
17148,Decision Trees or Random Forests
17148,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17150,Decision Trees or Random Forests
17150,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17150,Linear or Logistic Regression
17150,Convolutional Neural Networks
17150,Bayesian Approaches
17151,Decision Trees or Random Forests
17151,Linear or Logistic Regression
17152,Convolutional Neural Networks
17152,Recurrent Neural Networks
17155,Linear or Logistic Regression
17155,Decision Trees or Random Forests
17155,Evolutionary Approaches
17155,Recurrent Neural Networks
17155,Graph Neural Networks
17155,Bayesian Approaches
17155,"Autoencoder Networks (DAE, VAE, etc)"
17156,Linear or Logistic Regression
17156,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17156,Decision Trees or Random Forests
17160,Decision Trees or Random Forests
17160,Linear or Logistic Regression
17163,Convolutional Neural Networks
17164,"Autoencoder Networks (DAE, VAE, etc)"
17164,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17164,Decision Trees or Random Forests
17164,Linear or Logistic Regression
17164,Recurrent Neural Networks
17164,"Dense Neural Networks (MLPs, etc)"
17164,Bayesian Approaches
17164,Generative Adversarial Networks
17164,"Transformer Networks (BERT, gpt-3, etc)"
17164,Convolutional Neural Networks
17164,Graph Neural Networks
17165,"Autoencoder Networks (DAE, VAE, etc)"
17165,Linear or Logistic Regression
17165,Convolutional Neural Networks
17165,Recurrent Neural Networks
17165,"Dense Neural Networks (MLPs, etc)"
17166,Linear or Logistic Regression
17166,Decision Trees or Random Forests
17166,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17166,Convolutional Neural Networks
17166,"Dense Neural Networks (MLPs, etc)"
17166,Recurrent Neural Networks
17167,Decision Trees or Random Forests
17167,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17167,Recurrent Neural Networks
17167,Bayesian Approaches
17167,Linear or Logistic Regression
17167,Convolutional Neural Networks
17167,Graph Neural Networks
17168,Decision Trees or Random Forests
17168,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17168,Convolutional Neural Networks
17168,Bayesian Approaches
17168,Linear or Logistic Regression
17169,Bayesian Approaches
17169,"Transformer Networks (BERT, gpt-3, etc)"
17169,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17169,"Autoencoder Networks (DAE, VAE, etc)"
17169,Linear or Logistic Regression
17169,"Dense Neural Networks (MLPs, etc)"
17169,Decision Trees or Random Forests
17169,Recurrent Neural Networks
17169,Convolutional Neural Networks
17171,Convolutional Neural Networks
17171,Linear or Logistic Regression
17174,Bayesian Approaches
17174,Linear or Logistic Regression
17175,Convolutional Neural Networks
17175,"Dense Neural Networks (MLPs, etc)"
17175,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17175,Bayesian Approaches
17175,Decision Trees or Random Forests
17175,Evolutionary Approaches
17175,Linear or Logistic Regression
17177,Graph Neural Networks
17177,Decision Trees or Random Forests
17177,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17177,Recurrent Neural Networks
17177,Convolutional Neural Networks
17177,"Autoencoder Networks (DAE, VAE, etc)"
17177,Evolutionary Approaches
17177,Bayesian Approaches
17177,"Dense Neural Networks (MLPs, etc)"
